stop_id,arrival_time,departure_time,departure_stop_id,route,transfer_route,radius_ft,stop_des
2395,12:28,12:08,178,10,null,1320,SHEBOYGAN & N SEGOE (EB)
2433,12:53,12:19,542,3,null,1260,ODANA & S MIDVALE (EB)
2442,12:14,12:11,532,80,null,1320,OBSERVATORY & NATATORIUM (WB)
2447,12:59,12:19,542,3,null,180,MONROE & EDGEWOOD (EB)
2465,12:39,12:12,160,15,14,1320,UNIV AVE & U BAY (EB)
2470,12:44,12:27,5,80,6,1320,SPEEDWAY & GLENWAY (WB)
2472,12:48,12:27,5,80,6,1320,MINERAL PT & ROBIN (WB)
2473,12:36,12:08,178,10,null,1320,HIGHLAND & WAISMAN CTR (NB)
2480,12:42,12:02,809,1,null,1320,COMMONWEALTH & MONROE (SB)
2488,12:52,12:27,5,80,6,1320,SCIENCE & 535 (WB)
2494,12:56,12:25,809,15,null,720,N FRANKLIN & UNIV AVE (SB)
2496,12:42,12:27,5,80,6,1320,SPEEDWAY & HILLCREST (WB)
2499,12:58,12:19,542,3,null,360,MONROE & COMMONWEALTH (EB)
2500,12:45,12:30,692,2,null,1320,HILLDALE DR & MALL (WB)
2505,12:56,12:19,542,3,null,720,MONROE & GLENWAY (EB)
2524,12:23,12:19,542,3,null,1320,MONROE & LEONARD (WB)
2532,12:59,12:25,809,15,null,180,REGENT & MEADOW (WB)
2561,12:21,12:10,184,80,2,1320,UNIV AVE & HIGHLAND (EB)
2562,13:00,12:25,809,15,null,0,REGENT & PRICE (WB)
2566,12:22,12:19,542,3,null,1320,MONROE & S PROSPECT (WB)
2576,12:29,12:21,692,10,null,1320,U BAY & MARSHALL (SB)
2593,12:54,12:19,542,3,null,1080,ODANA & SENECA (EB)
2595,12:32,12:08,178,10,null,1320,UNIV AVE & SHOREWOOD (EB)
2597,12:50,12:19,542,3,null,1320,ODANA & WEDGEWOOD (EB)
2605,12:22,12:10,184,80,2,1320,UNIV AVE & WALNUT (EB)
2608,12:21,12:19,542,3,null,1320,MONROE & SPOONER (WB)
2620,12:27,12:21,692,10,null,1320,HIGHLAND & MARSH (WB)
2624,12:41,12:02,809,1,null,1320,COMMONWEALTH & LEONARD (SB)
2638,12:47,12:27,5,80,6,1320,MINERAL PT & S MIDVALE (WB)
2640,12:40,12:02,809,1,null,1320,S ALLEN & COMMONWEALTH (SB)
2642,12:15,12:08,178,10,null,1320,UNIV AVE & SCHMITT (WB)
2643,12:25,12:21,692,10,null,1320,HIGHLAND & UNIV AVE (NB)
2665,12:53,12:18,160,3,50,1260,S WHITNEY & ODANA (NB)
2670,12:53,12:30,692,2,null,1260,S WHITNEY & MINERAL PT (SB)
2672,12:41,12:27,5,80,6,1320,SPEEDWAY & HIGHLAND (WB)
2673,12:57,12:19,542,3,null,540,MONROE & PICKFORD (EB)
2678,12:38,12:02,809,1,null,1320,N ALLEN & CHAMBERLAIN (SB)
2684,12:52,12:30,692,2,null,1320,S WHITNEY & SOUTH HILL (SB)
2691,12:46,12:35,160,19,6,1320,REGENT & SPOONER (EB)
2698,12:13,12:08,178,10,null,1320,UNIV AVE & U BAY (WB)
2700,12:39,12:27,5,80,6,1320,REGENT & N PROSPECT (WB)
2702,12:40,12:27,5,80,6,1320,REGENT & VISTA (WB)
2710,12:42,12:02,809,1,null,1320,COMMONWEALTH & GREGORY (SB)
2714,12:15,12:08,178,10,null,1320,UNIV AVE & SHOREWOOD (WB)
2715,12:33,12:08,178,10,null,1320,UNIV AVE & SCHMITT (EB)
2717,12:22,12:10,184,80,2,1320,UNIV AVE & FOREST (EB)
2718,12:26,12:12,178,15,null,1320,OLD MIDDLETON & N ROSA (WB)
2729,12:51,12:19,542,3,null,1320,ODANA & HILLTOP (EB)
2732,12:32,12:19,542,3,null,1320,ODANA & WEDGEWOOD (WB)
2734,12:46,12:27,5,80,6,1320,MINERAL PT & S OWEN (WB)
2742,12:57,12:25,809,15,null,540,BLUFF & RIDGE (WB)
2749,13:00,12:19,542,3,null,0,MONROE & HARRISON (EB)
2755,12:31,12:08,178,10,null,1320,UNIV AVE & N BLACKHAWK (EB)
2759,12:57,12:19,542,3,null,540,MONROE & CHAPMAN (EB)
2762,12:59,12:25,809,15,null,180,REGENT & N OWEN (WB)
2770,12:28,12:21,692,10,null,1320,HIGHLAND & WAISMAN CTR (SB)
2778,12:34,12:19,542,3,null,1320,ODANA & S WHITNEY (WB)
2786,12:31,12:19,542,3,null,1320,ODANA & CHARLES (WB)
2790,12:30,12:19,178,70,null,1320,UNIV AVE & N WHITNEY (WB)
2798,12:50,12:30,692,2,null,1320,S WHITNEY & REGENT (SB)
2801,12:49,12:19,542,3,null,1320,ODANA & S SEGOE (EB)
2806,12:22,12:21,692,10,null,1320,UNIV AVE & PRINCETON (WB)
2812,12:44,12:30,692,2,null,1320,N MIDVALE & UNIV AVE (SB)
2822,12:20,12:10,184,80,2,1320,HIGHLAND & VA HOSP (SB)
2838,12:26,12:19,542,3,null,1320,MONROE & CHAPMAN (WB)
2840,13:00,12:25,809,15,null,0,REGENT & N SEGOE (WB)
2846,12:21,12:12,178,15,null,1320,N SEGOE & UNIV AVE (SB)
2850,12:38,12:27,5,80,6,1320,REGENT & SPOONER (WB)
2856,12:25,12:19,542,3,null,1320,MONROE & COMMONWEALTH (WB)
2867,12:30,12:19,178,70,null,1320,UNIV AVE & TOMAHAWK (NB)
2872,12:30,12:19,542,3,null,1320,ODANA & S MIDVALE (WB)
2880,12:38,12:02,809,1,null,1320,N ALLEN & UNIV AVE (SB)
2881,12:31,12:11,532,80,null,1320,U BAY & PICNIC PT (EB)
2883,12:57,12:19,542,3,null,540,MONROE & KNICKERBOCKER (EB)
2887,13:00,12:19,542,3,null,0,MONROE & S PROSPECT (EB)
2890,12:45,12:27,5,80,6,1320,MINERAL PT & WESTMORLAND (WB)
2898,12:51,12:30,692,2,null,1320,S WHITNEY & 126 (SB)
2899,12:44,12:35,160,19,6,1320,REGENT & S ALLEN (EB)
2914,12:26,12:19,542,3,null,1320,MONROE & WESTERN (WB)
2916,12:38,12:08,178,10,null,1320,HIGHLAND & OBSERVATORY (SB)
2918,12:28,12:19,542,3,null,1320,ODANA & HURON (WB)
2921,12:23,12:10,184,80,2,1320,UNIV AVE & PRINCETON (EB)
2923,12:29,12:08,178,10,null,1320,UNIV AVE & N SEGOE (EB)
2938,12:20,12:11,532,80,null,1320,U BAY & PICNIC PT (WB)
2945,12:33,12:08,178,10,null,1320,UNIV AVE & RIDGE (EB)
2946,12:33,12:19,542,3,null,1320,ODANA & S SEGOE (WB)
2948,12:21,12:19,542,3,null,1320,MONROE & GARFIELD (WB)
2949,12:45,12:35,160,19,6,1320,REGENT & S PROSPECT (EB)
2970,12:23,12:19,542,3,null,1320,MONROE & EDGEWOOD (WB)
2972,12:50,12:18,160,3,18,1320,TOKAY & S MIDVALE (WB)
2978,12:13,12:11,532,80,null,1320,OBSERVATORY & ELM (WB)
2980,12:49,12:27,5,80,6,1320,MINERAL PT & BERWYN (WB)
2982,12:51,12:27,5,80,6,1320,SCIENCE & SCIENCE (SB)
2984,12:54,12:30,692,2,null,1080,S WHITNEY & SCIENCE (SB)
2996,12:12,12:11,532,80,null,1320,OBSERVATORY & BABCOCK (WB)
2998,12:57,12:25,809,15,null,540,KENDALL & N FRANKLIN (WB)
4085,12:55,12:02,809,1,null,900,HELENE & BRITTA (NB)
4100,12:30,12:06,581,3,4,1320,SOUTH TRANSFER POINT
4101,12:24,12:06,581,3,4,1320,SOUTH TRANSFER: ARRIVALS ONLY
4122,12:53,12:02,809,1,null,1260,WHENONA & S BELTINE FT (SB)
4149,12:51,12:02,809,1,null,1320,MOHAWK & SEMINOLE (EB)
4158,12:57,12:02,809,1,null,540,ALLIED & THURSTON (SB)
4176,12:35,12:18,160,3,18,1320,S MIDVALE & YUMA (SB)
4179,12:45,12:18,160,3,18,1320,E VERONA FT & ATTICUS (NB)
4191,13:00,12:02,809,1,null,0,RED ARROW & JENEWEIN (NB)
4202,12:41,12:18,160,3,18,1320,RED ARROW & JENEWEIN (SB)
4217,12:46,12:18,160,3,18,1320,BRITTA & NIEMANN (EB)
4326,12:39,12:18,160,3,18,1320,W VERONA FT & SUMMIT (SB)
4333,13:00,12:02,809,1,null,0,RED ARROW & PAWNEE (NB)
4342,12:36,12:18,160,3,18,1320,S MIDVALE & CHEROKEE (SB)
4346,12:49,12:02,809,1,null,1320,NAKOMA & WABAN (WB)
4354,12:37,12:18,160,3,18,1320,S MIDVALE & NAKOMA (SB)
4368,12:38,12:18,160,3,18,1320,VERONA & BELTLINE (SB)
4382,12:46,12:02,809,1,null,1320,NAKOMA & HURON (WB)
4437,12:44,12:18,160,3,18,1320,E VERONA FT & RED ARROW (NB)
4446,12:58,12:02,809,1,null,360,ALLIED & JENEWEIN (SB)
4456,12:56,12:02,809,1,null,720,E VERONA FT & BRITTA (SB)
4500,12:40,12:18,160,3,18,1320,RED ARROW & THURSTON (SB)
4539,12:48,12:18,160,3,18,1320,S BELTLINE FT & SEMINOLE (EB)
4560,12:52,12:02,809,1,null,1320,S BELTLINE FT & SEMINOLE (WB)
4580,12:41,12:18,160,3,18,1320,RED ARROW & PAWNEE (SB)
4663,12:44,12:18,160,3,18,1320,ALLIED & THURSTON (NB)
4685,12:48,12:18,160,3,18,1320,S BELTLINE FT & DANBURY (EB)
4700,12:54,12:02,809,1,null,1080,CRAWFORD & HELENE (WB)
4714,12:40,12:18,160,3,18,1320,E VERONA FT & RED ARROW (WB)
4718,12:46,12:02,809,1,null,1320,NAKOMA & SPRING (WB)
4743,12:50,12:02,809,1,null,1320,MOHAWK & DANBURY (EB)
4769,12:59,12:02,809,1,null,180,CRESCENT & RED ARROW (EB)
4791,12:43,12:18,160,3,18,1320,ALLIED & LOVELL (NB)
4798,12:56,12:02,809,1,null,720,E VERONA FT & ATTICUS (SB)
4806,12:58,12:02,809,1,null,360,ALLIED & LOVELL (SB)
4830,12:52,12:02,809,1,null,1320,SEMINOLE & DONCASTER (SB)
4847,12:59,12:02,809,1,null,180,CRESCENT & ALLIED (EB)
4848,12:48,12:02,809,1,null,1320,NAKOMA & SEMINOLE (SB)
4849,12:44,12:18,160,3,18,1320,ALLIED & JENEWEIN (NB)
4851,12:50,12:02,809,1,null,1320,MOHAWK & NAKOMA (EB)
4856,12:42,12:18,160,3,18,1320,CRESCENT & RED ARROW (WB)
4909,12:46,12:18,160,3,18,1320,BRITTA & E VERONA FT (EB)
4927,12:50,12:02,809,1,null,1320,MOHAWK & WHENONA (EB)
4957,12:47,12:18,160,3,18,1320,WHENONA & S BELTINE FT (NB)
4964,12:49,12:02,809,1,null,1320,NAKOMA & WHENONA (WB)
4986,12:54,12:02,809,1,null,1080,CRAWFORD & WHENONA (WB)
4990,12:42,12:18,160,3,18,1320,CRESCENT & ALLIED (WB)
5100,13:00,12:25,809,2,null,0,NORTH TRANSFER POINT
5101,12:52,12:25,809,2,null,1320,NORTH TRANSFER: ARRIVALS ONLY
6100,12:45,12:19,542,3,null,1320,WEST TRANSFER POINT
6101,12:37,12:19,542,3,null,1320,WEST TRANSFER: ARRIVALS ONLY
6110,12:40,12:19,178,70,null,1320,VALLEY RDG & SOUTH RDG (SB)
6120,12:42,12:19,178,70,null,1320,CENTURY & MARINA (WB)
6122,12:59,12:12,160,15,73,180,GREENWAY & J Q HAMMONS (WB)
6130,12:38,12:12,178,15,null,1320,RANDOLPH & WESTWARD (SB)
6140,12:35,12:12,178,15,null,1320,N HIGH PT & SAUK CREEK (SB)
6146,12:49,12:19,178,70,null,1320,PARK & PHEASANT BR PATH (SB)
6157,12:48,12:19,178,70,null,1320,DONNA & NORTHBROOK (EB)
6165,12:50,12:12,160,15,73,1320,EXCELSIOR & ASSOCIATED BANK (NB)
6166,12:41,12:12,178,15,null,1320,MINERAL PT & HIGH PT (WB)
6171,12:34,12:19,178,70,null,1320,ALLEN & MARSHALL PK (NB)
6176,12:30,12:12,178,15,null,1320,OLD SAUK & N GAMMON (WB)
6205,12:36,12:19,178,70,null,1320,ALLEN & CENTURY (NB)
6208,12:50,12:19,178,70,null,1320,PARK LAWN & FRANKLIN (SB)
6243,12:32,12:19,178,70,null,1320,UNIV AVE & CAPITAL (NB)
6265,12:35,12:19,542,3,null,1320,TOKAY & ODANA (NB)
6273,12:46,12:12,178,15,null,1320,JUNCTION & HARBOUR TOWN (NB)
6288,12:44,12:19,178,70,null,1320,CENTURY & DONNA (WB)
6296,12:46,12:19,542,3,null,1320,TOKAY & UW RESEARCH PK (WB)
6301,12:35,12:19,178,70,null,1320,ALLEN & MENDOTA (NB)
6304,12:55,12:19,178,70,null,900,DEMING & TERRACE (SB)
6340,12:27,12:12,178,15,null,1320,OLD SAUK & OZARK (WB)
6354,13:00,12:12,160,15,73,0,GREENWAY & ASPEN (WB)
6365,12:47,12:12,178,15,null,1320,JUNCTION & CITY CENTER W (NB)
6388,12:45,12:19,178,70,null,1320,CENTURY & PARK (WB)
6423,12:36,12:19,542,3,null,1320,TOKAY & UW RESEARCH PK (NB)
6439,12:33,12:19,178,70,null,1320,ALLEN & UNIV AVE (NB)
6440,12:38,12:12,178,15,null,1320,D`ONOFRIO & MINERAL PT (SB)
6450,12:38,12:12,178,15,null,1320,RANDOLPH & TREE (SB)
6457,12:44,12:12,178,15,null,1320,JUNCTION & PRAIRIE TWN CTR (NB)
6458,12:50,12:19,178,70,null,1320,FRANKLIN & BRISTOL (WB)
6466,12:33,12:12,178,15,null,1320,N WESTFIELD & OLD SAUK (SB)
6470,12:54,12:19,178,70,null,1080,DEMING & COUNTRY INN (WB)
6476,12:57,12:19,178,70,null,540,J Q HAMMONS & GREENWAY (SB)
6506,12:29,12:12,178,15,null,1320,OLD SAUK & EVERGLADE (WB)
6519,12:53,12:12,160,15,73,1260,DEMING & HOLIDAY (NB)
6527,12:49,12:12,160,15,73,1320,EXCELSIOR & OLD SAUK (NB)
6541,12:48,12:19,542,3,null,1320,ODANA & MEDICAL (EB)
6551,12:45,12:12,178,15,null,1320,JUNCTION & ELDERBERRY (NB)
6560,12:40,12:19,178,70,null,1320,VALLEY RDG & CENTURY (SB)
6569,12:33,12:19,178,70,null,1320,UNIV AVE & HEIM (NB)
6570,12:34,12:12,178,15,null,1320,OLD SAUK & WIDGEON (WB)
6582,12:41,12:19,178,70,null,1320,CENTURY & BASKERVILLE (WB)
6605,12:48,12:12,160,15,73,1320,JUNCTION & OLD SAUK (NB)
6628,12:43,12:19,178,70,null,1320,CENTURY & BRANCH (WB)
6651,12:36,12:19,178,70,null,1320,CENTURY & MARINA (EB)
6653,12:37,12:19,178,70,null,1320,CENTURY & BASKERVILLE (EB)
6656,12:55,12:19,178,70,null,900,DEMING & MURPHY (SB)
6667,12:54,12:12,160,15,73,1080,J Q HAMMONS & GREENWAY (NB)
6676,12:42,12:19,178,70,null,1320,CENTURY & ALLEN (WB)
6678,12:26,12:12,178,15,null,1320,OLD SAUK & CRESTWOOD ES (WB)
6681,12:37,12:12,178,15,null,1320,TREE & HIGH PT (EB)
6684,12:46,12:19,178,70,null,1320,CENTURY & NORTHBROOK (WB)
6689,12:51,12:12,160,15,73,1320,FOURIER & J Q HAMMONS (NB)
6691,12:35,12:19,178,70,null,1320,ALLEN & MAYWOOD (NB)
6728,12:35,12:19,542,3,null,1320,ODANA & MEDICAL (WB)
6767,12:41,12:12,178,15,null,1320,S HIGH PT & BIG SKY (NB)
6771,12:47,12:19,542,3,null,1320,ODANA & TOKAY (EB)
6780,12:31,12:12,178,15,null,1320,SAWMILL & RAMSGATE (WB)
6784,12:28,12:12,178,15,null,1320,OLD SAUK & YOSEMITE (WB)
6798,12:52,12:19,178,70,null,1320,DISCOVERY & PARMENTER (WB)
6805,12:51,12:19,178,70,null,1320,PARMENTER & FRANKLIN (NB)
6811,12:53,12:12,160,15,73,1260,J Q HAMMONS & HOLIDAY (NB)
6814,12:36,12:12,178,15,null,1320,N HIGH PT & BRULE (SB)
6823,12:50,12:12,160,15,73,1320,FOURIER & EXCELSIOR (NB)
6827,12:40,12:12,178,15,null,1320,S HIGH PT & D`ONOFRIO (NB)
6838,13:00,12:12,160,15,73,0,GREENWAY & DEMING (WB)
6848,12:39,12:12,178,15,null,1320,D`ONOFRIO & WEST TOWNE (SB)
6852,12:47,12:19,178,70,null,1320,PARMENTER & CENTURY (SB)
6853,12:48,12:19,178,70,null,1320,DONNA & PARMENTER (EB)
6854,12:31,12:12,178,15,null,1320,SAWMILL & N GAMMON (WB)
6856,12:50,12:19,178,70,null,1320,PARK LAWN & MAYWOOD (SB)
6878,12:39,12:19,178,70,null,1320,SOUTH RDG & CTH Q (WB)
6885,12:52,12:19,178,70,null,1320,PARMENTER & LEE (NB)
6901,12:38,12:19,178,70,null,1320,CENTURY & VALLEY RDG (EB)
6902,12:33,12:12,178,15,null,1320,OLD SAUK & SAUKDALE (WB)
6910,12:32,12:12,178,15,null,1320,SAWMILL & N WESTFIELD (WB)
6923,12:43,12:12,178,15,null,1320,JUNCTION & MINERAL PT (NB)
6924,12:53,12:19,178,70,null,1260,DEMING & DISCOVERY (SB)
6925,12:45,12:12,178,15,null,1320,JUNCTION & COPPS (NB)
6929,12:49,12:19,178,70,null,1320,DONNA & PARK (EB)
6931,12:52,12:12,160,15,73,1320,FOURIER & 1233 (NB)
6958,12:56,12:19,178,70,null,720,DEMING & J Q HAMMONS (SB)
6965,13:00,12:19,178,70,null,0,GREENWAY & J Q HAMMONS (EB)
6972,12:35,12:12,178,15,null,1320,N HIGH PT & OLD SAUK (SB)
6981,12:52,12:12,160,15,73,1320,DEMING & FOURIER (EB)
7100,12:45,12:04,809,3,null,1320,EAST TRANSFER POINT
7101,12:37,12:04,809,3,null,1320,EAST TRANSFER: ARRIVALS ONLY
7129,12:52,12:06,581,3,17,1320,BUCKEYE & TURNER (EB)
7131,12:51,12:06,581,3,5,1320,BUCKEYE & MONONA (EB)
7132,12:54,12:06,581,3,5,1080,TURNER & KAY (SB)
7144,12:57,12:06,581,3,5,540,PFLAUM & ALDER (WB)
7167,12:47,12:04,809,3,null,1320,MILWAUKEE & WALBRIDGE (EB)
7168,12:54,12:06,581,3,17,1080,E STOUGHTON FT & DEAN EAST (WB)
7169,12:46,12:04,809,3,null,1320,MILWAUKEE & DEMPSEY (EB)
7182,12:49,12:06,581,3,5,1320,ATWOOD & OLBRICH (SB)
7194,12:56,12:06,581,3,5,720,PFLAUM & HERRO (WB)
7199,12:55,12:06,581,3,17,900,HELGESEN & ADVANCE (EB)
7209,12:48,12:04,809,3,null,1320,MILWAUKEE & PORTLAND (EB)
7232,12:56,12:06,581,3,5,720,PFLAUM & GROVELAND (WB)
7235,12:53,12:06,581,3,17,1260,E BUCKEYE & E STOUGHTON FT (EB)
7277,12:55,12:06,581,3,17,900,HELGESEN & E STOUGHTON FT (EB)
7296,12:49,12:06,581,3,5,1320,ATWOOD & MARGARET (SB)
7304,12:48,12:06,581,3,17,1320,DEMPSEY & ANCHOR (SB)
7331,12:59,12:06,581,3,17,180,AGRICULTURE & DAIRY (NB)
7348,12:54,12:06,581,3,5,1080,TURNER & RUTH (SB)
7374,12:49,12:06,581,3,17,1320,DEMPSEY & COTTAGE GR (SB)
7391,12:56,12:06,581,3,17,720,PFLAUM & ADVANCE (EB)
7402,12:55,12:06,581,3,5,900,TURNER & LINDA VISTA (SB)
7417,12:58,12:06,581,3,17,360,AGRICULTURE & WORLD DAIRY (NB)
7490,12:50,12:06,581,3,17,1320,DEMPSEY & GARY (SB)
7514,12:46,12:06,581,3,17,1320,DEMPSEY & MILWAUKEE (SB)
7559,12:51,12:06,581,3,17,1320,BUCKEYE & LAKEVIEW (EB)
7569,12:59,12:06,581,3,17,180,AGRICULTURE & PFLAUM (NB)
7583,13:00,12:06,581,3,17,0,VONDRON & MUSTANG (NB)
7617,12:57,12:06,581,3,17,540,PFLAUM & DANIELS (EB)
7633,12:48,12:04,809,3,null,1320,MILWAUKEE & MILO (EB)
7638,12:48,12:06,581,3,17,1320,DEMPSEY & DENNETT (SB)
7640,12:55,12:06,581,3,5,900,TURNER & PFLAUM (SB)
7658,12:50,12:06,581,3,17,1320,DAVIES & MAJOR (WB)
7670,12:50,12:06,581,3,17,1320,DEMPSEY & MAHER (SB)
7689,12:52,12:06,581,3,17,1320,BUCKEYE & CAMDEN (EB)
7694,12:54,12:06,581,3,5,1080,TURNER & HOB (SB)
7706,12:47,12:06,581,3,17,1320,DEMPSEY & PAUS (SB)
7716,12:53,12:06,581,3,5,1260,TURNER & ALLIS (SB)
7782,12:48,12:06,581,3,17,1320,DEMPSEY & CAP CITY PATH (SB)
7815,12:58,12:06,581,3,17,360,WORLD DAIRY & DAIRY (EB)
7823,12:51,12:06,581,3,17,1320,BUCKEYE & DAVIES (EB)
7834,12:50,12:06,581,3,5,1320,ATWOOD & COTTAGE GR (SB)
7888,12:48,12:06,581,3,5,1320,ATWOOD & WALTER (SB)
7987,13:00,12:06,581,3,17,0,VONDRON & DATCP DR (NB)
7990,12:46,12:06,581,3,17,1320,DEMPSEY & PED BRIDGE (SB)
9116,12:56,12:15,5,80,6,720,MELODY & INDEPENDENCE (WB)
9133,12:49,12:15,5,80,6,1320,EAST WASH & REINDAHL (EB)
9135,12:48,12:15,5,80,6,1320,EAST WASH & LEXINGTON (EB)
9137,12:52,12:04,809,3,null,1320,N THOMPSON & MESTA (NB)
9143,12:58,12:15,5,80,6,360,PORTAGE & DEREK (NB)
9146,12:57,12:15,5,80,6,540,MELODY & PORTAGE (WB)
9167,12:48,12:04,809,3,null,1320,SWANTON & MILWAUKEE (NB)
9207,12:55,12:15,5,80,6,900,DWIGHT & INDEPENDENCE (EB)
9225,12:50,12:15,5,80,6,1320,EAST WASH & SCHMEDEMAN (EB)
9243,12:51,12:04,809,3,null,1320,N THOMPSON & N COMMERCIAL (NB)
9274,12:52,12:06,581,3,34,1320,SHOPKO DR & COPPS (WB)
9291,12:55,12:04,809,3,null,900,N THOMPSON & WAYWOOD (NB)
9339,12:48,12:15,5,80,6,1320,EAST WASH & MELVIN (EB)
9432,12:56,12:04,809,3,null,720,LIEN & ZEIER (WB)
9439,12:52,12:04,809,3,null,1320,N THOMPSON & JANA (NB)
9491,12:52,12:15,5,80,6,1320,EAST WASH & LIEN (EB)
9551,12:51,12:15,5,80,6,1320,EAST WASH & MAC ARTHUR (EB)
9573,12:51,12:15,5,80,6,1320,EAST WASH & MENDOTA (EB)
9587,12:53,12:15,5,80,6,1260,EAST WASH & PORTAGE (EB)
9633,13:00,12:15,5,80,6,0,HAYES & PORTAGE (EB)
9645,12:54,12:04,809,3,null,1080,N THOMPSON & OAK VALLEY (NB)
9670,12:56,12:15,5,80,6,720,MELODY & STUART (WB)
9677,12:59,12:04,809,3,null,180,EAST TOWNE & EAGAN (EB)
9715,12:59,12:15,5,80,6,180,PORTAGE & VILLAGE (NB)
9719,12:58,12:04,809,3,null,360,EAGAN & LIEN (NB)
9723,12:58,12:15,5,80,6,360,PORTAGE & RIEDER (NB)
9740,12:49,12:06,581,3,34,1320,COMMERCIAL & N FAIR OAKS (WB)
9745,12:53,12:04,809,3,null,1260,N THOMPSON & GOLDEN LF (NB)
9801,13:00,12:04,809,3,null,0,E TOWNE: ARRIVALS ONLY (EB)
9811,12:49,12:04,809,3,null,1320,SWANTON & EASLEY (NB)
9837,12:51,12:06,581,3,34,1320,SHOPKO & ABERG (NB)
9897,12:49,12:15,5,80,6,1320,EAST WASH & WRIGHT (EB)
9939,12:59,12:15,5,80,6,180,PORTAGE & TOMSCOT (NB)
9951,12:54,12:04,809,3,null,1080,N THOMPSON & SYCAMORE (NB)
9975,12:55,12:15,5,80,6,900,CONTINENTAL & EAST WASH (NB)
9989,12:50,12:04,809,3,null,1320,SWANTON & N THOMPSON (NB)
